orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
414,2024-05-20,2024-05-20,Processing,138,2310.16,Credit Card
415,2024-06-02,2024-06-02,On Hold,448,2034.5,Credit Card
416,2024-09-10,2024-09-10,Shipped,848,8738.95,PayPal
417,2024-08-12,2024-08-12,Shipped,677,9685.51,Cash
418,2024-07-20,2024-07-20,On Hold,405,5095.81,PayPal
419,2024-07-12,2024-07-12,Cancelled,348,2914.83,Credit Card
420,2024-01-30,2024-01-30,Shipped,820,6582.51,PayPal
421,2024-11-03,2024-11-03,On Hold,227,7042.83,Credit Card
422,2024-01-15,2024-01-15,Shipped,505,6441.6,PayPal
423,2024-04-21,2024-04-21,Processing,599,9737.95,PayPal
424,2024-04-29,2024-04-29,On Hold,7,4608.31,PayPal
425,2024-07-28,2024-07-28,Shipped,452,3134.98,Credit Card
426,2024-03-21,2024-03-21,Cancelled,837,548.7,Cash
427,2024-09-03,2024-09-03,On Hold,758,502.8,Credit Card
428,2024-11-15,2024-11-15,Shipped,648,6772.01,Bank Transfer
429,2024-07-08,2024-07-08,Cancelled,717,9956.26,Credit Card
430,2024-08-26,2024-08-26,Processing,286,7187.23,Credit Card
431,2024-09-05,2024-09-05,Shipped,711,4929.7,Bank Transfer
432,2024-06-22,2024-06-22,Cancelled,260,6710.17,Bank Transfer
433,2024-08-21,2024-08-21,Cancelled,816,1947.7,Credit Card
434,2024-06-30,2024-06-30,Cancelled,41,8723.67,Credit Card
435,2024-05-19,2024-05-19,Shipped,707,6296.61,Bank Transfer
436,2024-01-06,2024-01-06,On Hold,568,4814.48,Credit Card
437,2024-05-26,2024-05-26,Processing,836,2630.36,Cash
438,2024-08-11,2024-08-11,Shipped,234,1081.81,PayPal
439,2024-02-13,2024-02-13,On Hold,993,1446.78,Cash
440,2024-09-15,2024-09-15,Shipped,517,7674.13,Credit Card
441,2024-03-11,2024-03-11,Cancelled,967,9878.01,PayPal
442,2024-06-23,2024-06-23,On Hold,355,6407.86,Bank Transfer
443,2024-03-07,2024-03-07,On Hold,150,4031.77,Bank Transfer
444,2024-02-01,2024-02-01,Processing,973,1487.85,Credit Card
445,2024-06-16,2024-06-16,Cancelled,769,1232.8,Bank Transfer
446,2024-08-19,2024-08-19,Processing,644,9605.96,Credit Card
447,2024-03-30,2024-03-30,On Hold,408,2686.15,Credit Card
448,2024-02-08,2024-02-08,Cancelled,226,3267.79,Credit Card
449,2024-07-15,2024-07-15,Cancelled,422,7677.62,Credit Card
450,2024-01-09,2024-01-09,Shipped,34,8511.47,Bank Transfer
451,2024-05-15,2024-05-15,Cancelled,987,6664.38,Bank Transfer
452,2024-11-08,2024-11-08,On Hold,762,6389.56,Bank Transfer
453,2024-03-11,2024-03-11,Cancelled,95,5594.57,Bank Transfer
454,2024-06-08,2024-06-08,Cancelled,291,9660.58,Cash
455,2024-01-26,2024-01-26,Shipped,22,7491.56,PayPal
456,2024-01-13,2024-01-13,Shipped,532,9979.14,Cash
457,2024-03-19,2024-03-19,Processing,787,3464.51,Bank Transfer
458,2024-11-04,2024-11-04,On Hold,48,4509.47,Bank Transfer
459,2024-06-01,2024-06-01,Processing,270,5505.56,Credit Card
460,2024-07-11,2024-07-11,Cancelled,272,211.9,Credit Card
461,2024-09-02,2024-09-02,Processing,235,6515.01,Cash
462,2024-10-17,2024-10-17,Cancelled,430,2785.81,Bank Transfer
463,2024-09-05,2024-09-05,On Hold,945,6716.98,PayPal
464,2024-05-10,2024-05-10,Cancelled,57,9836.06,Credit Card
465,2024-05-07,2024-05-07,Shipped,378,2229.21,Bank Transfer
466,2024-01-21,2024-01-21,Shipped,337,3309.82,Credit Card
467,2024-08-22,2024-08-22,Shipped,931,7264.19,PayPal
468,2024-06-04,2024-06-04,Cancelled,427,1957.27,PayPal
469,2024-03-22,2024-03-22,Processing,739,1315.59,Credit Card
470,2024-07-09,2024-07-09,On Hold,334,1204.9,Cash
471,2024-06-01,2024-06-01,Cancelled,308,2471.65,Credit Card
472,2024-01-25,2024-01-25,On Hold,259,4305.96,Bank Transfer
473,2024-10-29,2024-10-29,Shipped,883,5802.4,Cash
474,2024-09-05,2024-09-05,On Hold,923,8091.24,Credit Card
475,2024-08-16,2024-08-16,Shipped,447,4987.35,Bank Transfer
476,2024-01-13,2024-01-13,Shipped,237,7349.54,Bank Transfer
477,2024-01-25,2024-01-25,Shipped,72,7562.89,Cash
478,2024-07-24,2024-07-24,Shipped,844,6803.07,Credit Card
479,2024-05-13,2024-05-13,On Hold,123,9019.65,Cash
480,2024-05-18,2024-05-18,Cancelled,847,4194.3,Cash
481,2024-09-12,2024-09-12,Processing,542,7737.31,Cash
482,2024-05-22,2024-05-22,On Hold,722,956.99,Cash
483,2024-06-08,2024-06-08,Shipped,244,8671.63,Bank Transfer
484,2024-02-19,2024-02-19,Shipped,66,7172.63,Credit Card
485,2024-03-11,2024-03-11,Cancelled,255,1321.22,Credit Card
486,2024-09-26,2024-09-26,Cancelled,534,9922.66,PayPal
487,2024-10-04,2024-10-04,On Hold,322,3966.07,Bank Transfer
488,2024-10-09,2024-10-09,Processing,939,2800.9,Cash
489,2024-03-28,2024-03-28,Cancelled,176,7396.48,Bank Transfer
490,2024-07-15,2024-07-15,Cancelled,645,6922.2,Cash
491,2024-07-15,2024-07-15,Processing,39,3357.47,Cash
492,2024-05-17,2024-05-17,Cancelled,655,2410.41,Cash
493,2024-01-08,2024-01-08,On Hold,407,3108.73,Cash
494,2024-04-12,2024-04-12,Cancelled,167,9387.92,PayPal
495,2024-03-28,2024-03-28,Processing,466,2104.5,Cash
496,2024-08-01,2024-08-01,Shipped,851,6815.41,PayPal
497,2024-08-14,2024-08-14,Shipped,314,9192.4,Cash
498,2024-06-28,2024-06-28,Cancelled,144,2009.86,Bank Transfer
499,2024-10-08,2024-10-08,Shipped,129,7628.14,Cash
500,2024-05-21,2024-05-21,Cancelled,376,3601.09,Credit Card
501,2024-10-17,2024-10-17,Shipped,370,5826.9,PayPal
502,2024-02-06,2024-02-06,Shipped,925,9131.66,Bank Transfer
503,2024-09-27,2024-09-27,On Hold,452,4379.68,Bank Transfer
504,2024-01-12,2024-01-12,Cancelled,951,571.24,PayPal
505,2024-02-21,2024-02-21,Shipped,790,7464.79,Cash
506,2024-08-18,2024-08-18,Cancelled,859,3017.35,PayPal
507,2024-08-31,2024-08-31,On Hold,893,5170.59,Credit Card
508,2024-09-15,2024-09-15,Shipped,983,2349.71,Credit Card
509,2024-06-06,2024-06-06,Cancelled,18,7681.38,Credit Card
510,2024-05-03,2024-05-03,Cancelled,440,5000.01,PayPal
511,2024-05-07,2024-05-07,Processing,193,5624.53,Cash
512,2024-02-07,2024-02-07,On Hold,482,442.16,Cash
513,2024-04-30,2024-04-30,On Hold,515,8552.61,Credit Card
514,2024-04-13,2024-04-13,Cancelled,301,4429.28,Cash
515,2024-06-27,2024-06-27,Processing,344,4044.86,Bank Transfer
516,2024-09-26,2024-09-26,Cancelled,656,9907.98,Bank Transfer
517,2024-09-20,2024-09-20,Shipped,103,3036.26,Cash
518,2024-02-10,2024-02-10,Shipped,693,2816.47,Credit Card
519,2024-01-21,2024-01-21,On Hold,672,8761.85,Cash
520,2024-08-12,2024-08-12,Shipped,64,6537.39,Bank Transfer
521,2024-04-09,2024-04-09,Processing,121,4144.34,PayPal
522,2024-04-30,2024-04-30,Shipped,532,9181.8,Bank Transfer
523,2024-03-04,2024-03-04,Processing,274,2126.42,Credit Card
524,2024-07-05,2024-07-05,Shipped,176,4988.96,Credit Card
525,2024-07-11,2024-07-11,Processing,61,9445.3,Cash
526,2024-01-03,2024-01-03,On Hold,657,382.91,Credit Card
527,2024-01-17,2024-01-17,On Hold,81,6469.26,Credit Card
528,2024-01-11,2024-01-11,On Hold,912,7467.84,Bank Transfer
529,2024-07-19,2024-07-19,On Hold,687,8132.29,Cash
530,2024-11-13,2024-11-13,Cancelled,792,4843.01,Cash
531,2024-09-30,2024-09-30,Shipped,276,4455.4,Credit Card
532,2024-11-06,2024-11-06,Shipped,189,3381.62,Credit Card
533,2024-04-03,2024-04-03,Cancelled,396,8745.75,Credit Card
534,2024-02-16,2024-02-16,Cancelled,432,9010.12,PayPal
535,2024-04-11,2024-04-11,Processing,257,3367.04,Credit Card
536,2024-06-27,2024-06-27,Cancelled,856,2899.41,Credit Card
537,2024-07-04,2024-07-04,On Hold,991,4506.86,Credit Card
538,2024-09-02,2024-09-02,Shipped,332,4841.16,Credit Card
539,2024-08-06,2024-08-06,Processing,657,3514.16,Credit Card
540,2024-02-26,2024-02-26,Processing,462,3607.36,Credit Card
541,2024-05-26,2024-05-26,Shipped,836,4438.75,Cash
542,2024-03-31,2024-03-31,Processing,724,6325.0,Bank Transfer
543,2024-04-10,2024-04-10,Processing,237,5756.09,PayPal
544,2024-06-30,2024-06-30,Shipped,476,7395.68,PayPal
545,2024-08-17,2024-08-17,Processing,586,8493.93,Bank Transfer
546,2024-10-02,2024-10-02,Cancelled,214,9717.36,PayPal
547,2024-05-10,2024-05-10,On Hold,938,4276.97,Credit Card
548,2024-01-05,2024-01-05,On Hold,697,7941.6,Credit Card
549,2024-07-08,2024-07-08,Processing,638,6888.01,Bank Transfer
550,2024-11-02,2024-11-02,Shipped,852,8809.8,Bank Transfer
551,2024-07-05,2024-07-05,Processing,502,5563.36,PayPal
552,2024-07-11,2024-07-11,Cancelled,849,2613.23,PayPal
553,2024-10-13,2024-10-13,On Hold,120,3571.19,Bank Transfer
554,2024-07-02,2024-07-02,Shipped,379,5588.73,Cash
555,2024-04-24,2024-04-24,Cancelled,519,1386.25,Bank Transfer
556,2024-04-15,2024-04-15,Cancelled,690,8187.88,Cash
557,2024-10-01,2024-10-01,Processing,42,8490.06,PayPal
558,2024-01-28,2024-01-28,Shipped,842,5373.48,Credit Card
559,2024-04-03,2024-04-03,On Hold,731,5759.54,Cash
560,2024-08-01,2024-08-01,Cancelled,165,5178.53,PayPal
561,2024-01-22,2024-01-22,Shipped,75,2559.89,PayPal
562,2024-10-04,2024-10-04,On Hold,555,6178.64,PayPal
563,2024-02-25,2024-02-25,Cancelled,255,7985.06,Credit Card
564,2024-06-27,2024-06-27,On Hold,223,6342.76,Credit Card
565,2024-04-13,2024-04-13,Shipped,907,5836.69,Bank Transfer
566,2024-01-13,2024-01-13,On Hold,942,504.18,Credit Card
567,2024-04-05,2024-04-05,Shipped,932,9952.49,Credit Card
568,2024-05-06,2024-05-06,On Hold,283,6011.02,PayPal
569,2024-03-02,2024-03-02,On Hold,893,8990.5,Cash
570,2024-04-21,2024-04-21,On Hold,268,3653.53,Bank Transfer
571,2024-08-09,2024-08-09,On Hold,967,1097.41,Credit Card
572,2024-06-11,2024-06-11,Processing,399,5702.62,Credit Card
573,2024-08-17,2024-08-17,Processing,106,1435.22,PayPal
574,2024-06-24,2024-06-24,Shipped,23,5604.56,Cash
575,2024-07-19,2024-07-19,Cancelled,799,3803.47,Credit Card
576,2024-07-10,2024-07-10,Processing,132,5698.92,Credit Card
577,2024-06-06,2024-06-06,Processing,212,2060.59,Cash
578,2024-07-09,2024-07-09,Processing,204,1775.03,Cash
579,2024-11-01,2024-11-01,Processing,687,3649.0,Bank Transfer
580,2024-09-25,2024-09-25,Shipped,401,3684.26,PayPal
581,2024-05-10,2024-05-10,Processing,131,6543.23,PayPal
582,2024-08-15,2024-08-15,Cancelled,232,3166.87,Credit Card
583,2024-06-09,2024-06-09,Cancelled,136,5904.43,Cash
584,2024-04-06,2024-04-06,Processing,399,3762.16,Bank Transfer
585,2024-05-11,2024-05-11,On Hold,12,8636.49,Cash
586,2024-07-30,2024-07-30,Processing,350,9739.82,Credit Card
587,2024-09-14,2024-09-14,Processing,928,8461.42,Bank Transfer
588,2024-01-29,2024-01-29,Processing,547,8503.97,PayPal
589,2024-10-13,2024-10-13,On Hold,847,4245.15,Cash
590,2024-02-29,2024-02-29,Processing,703,2737.87,PayPal
591,2024-06-04,2024-06-04,On Hold,584,181.36,Cash
592,2024-10-09,2024-10-09,Cancelled,831,5668.67,Bank Transfer
593,2024-04-24,2024-04-24,On Hold,296,7674.02,PayPal
594,2024-07-21,2024-07-21,Cancelled,642,9613.71,PayPal
595,2024-05-03,2024-05-03,Shipped,342,1199.43,PayPal
596,2024-09-05,2024-09-05,Processing,860,5131.64,Bank Transfer
597,2024-11-02,2024-11-02,Shipped,555,5504.49,Bank Transfer
598,2024-08-28,2024-08-28,Processing,555,9891.95,PayPal
599,2024-10-28,2024-10-28,Cancelled,681,7818.2,Credit Card
600,2024-09-09,2024-09-09,Shipped,543,1007.79,Credit Card
601,2024-10-03,2024-10-03,On Hold,645,7563.73,PayPal
602,2024-02-26,2024-02-26,Cancelled,713,2585.47,PayPal
603,2024-01-08,2024-01-08,Shipped,553,5108.42,Credit Card
604,2024-01-10,2024-01-10,Processing,345,8965.59,PayPal
605,2024-08-23,2024-08-23,Shipped,847,6996.4,Cash
606,2024-05-24,2024-05-24,Shipped,15,5197.07,Bank Transfer
607,2024-03-30,2024-03-30,Processing,930,2470.67,Bank Transfer
608,2024-07-06,2024-07-06,Processing,355,6266.08,Credit Card
609,2024-03-13,2024-03-13,On Hold,492,8448.41,PayPal
610,2024-07-26,2024-07-26,Processing,719,3117.8,Credit Card
611,2024-02-25,2024-02-25,On Hold,815,6284.32,Cash
612,2024-07-12,2024-07-12,Processing,717,2139.33,PayPal
613,2024-08-15,2024-08-15,Processing,834,1629.92,Bank Transfer
614,2024-01-09,2024-01-09,Processing,559,6836.39,Cash
615,2024-06-20,2024-06-20,On Hold,47,4642.72,Bank Transfer
616,2024-10-18,2024-10-18,On Hold,577,5385.65,PayPal
617,2024-05-26,2024-05-26,On Hold,581,202.76,PayPal
618,2024-05-27,2024-05-27,Cancelled,803,4968.04,Credit Card
619,2024-08-07,2024-08-07,Cancelled,148,1622.72,Credit Card
620,2024-03-21,2024-03-21,Shipped,6,7664.55,Cash
621,2024-07-21,2024-07-21,Cancelled,211,7424.25,Cash
622,2024-10-29,2024-10-29,Processing,794,5306.83,Credit Card
623,2024-10-27,2024-10-27,On Hold,212,5953.6,Credit Card
624,2024-02-18,2024-02-18,Shipped,650,1259.01,PayPal
625,2024-02-15,2024-02-15,Shipped,712,6290.97,Credit Card
626,2024-10-12,2024-10-12,Cancelled,358,7655.07,PayPal
627,2024-08-05,2024-08-05,Shipped,802,654.54,Credit Card
628,2024-04-17,2024-04-17,Cancelled,819,8785.58,Bank Transfer
629,2024-01-10,2024-01-10,Processing,920,1171.44,PayPal
630,2024-09-10,2024-09-10,On Hold,163,8427.23,Bank Transfer
631,2024-04-02,2024-04-02,Cancelled,573,7980.19,Credit Card
632,2024-10-28,2024-10-28,Cancelled,437,9330.71,Cash
633,2024-04-04,2024-04-04,Shipped,103,3036.19,PayPal
634,2024-03-16,2024-03-16,On Hold,842,5576.48,Cash
635,2024-06-01,2024-06-01,On Hold,978,4213.59,Bank Transfer
636,2024-09-04,2024-09-04,On Hold,974,1407.43,Bank Transfer
637,2024-08-24,2024-08-24,Cancelled,747,9964.33,Cash
638,2024-09-18,2024-09-18,Cancelled,289,9438.29,Credit Card
639,2024-02-11,2024-02-11,Processing,265,8291.77,Credit Card
640,2024-02-13,2024-02-13,Cancelled,76,9900.93,Bank Transfer
641,2024-06-22,2024-06-22,On Hold,739,7934.8,PayPal
642,2024-11-24,2024-11-24,Cancelled,589,8856.21,PayPal
643,2024-11-17,2024-11-17,Shipped,636,6274.9,Bank Transfer
644,2024-11-07,2024-11-07,On Hold,282,5038.52,PayPal
645,2024-07-06,2024-07-06,Processing,4,1981.02,Credit Card
646,2024-08-26,2024-08-26,On Hold,586,8190.08,PayPal
647,2024-04-29,2024-04-29,Cancelled,905,9978.98,Cash
648,2024-03-19,2024-03-19,Cancelled,63,1908.07,Cash
649,2024-09-21,2024-09-21,Processing,140,9786.05,Cash
650,2024-01-24,2024-01-24,Shipped,40,3147.35,PayPal
651,2024-05-19,2024-05-19,Shipped,167,9159.54,PayPal
652,2024-06-12,2024-06-12,Processing,452,9223.74,Credit Card
653,2024-10-24,2024-10-24,Cancelled,495,7531.46,Credit Card
654,2024-09-28,2024-09-28,On Hold,311,9846.71,Cash
655,2024-01-29,2024-01-29,Cancelled,730,7044.73,Bank Transfer
656,2024-10-14,2024-10-14,Shipped,760,7498.29,Cash
657,2024-05-31,2024-05-31,Processing,421,6300.53,Bank Transfer
658,2024-11-11,2024-11-11,Processing,568,7258.72,Credit Card
659,2024-11-15,2024-11-15,On Hold,830,208.34,Cash
660,2024-08-01,2024-08-01,Processing,873,9790.4,PayPal
661,2024-02-01,2024-02-01,Processing,956,2083.69,Credit Card
662,2024-10-22,2024-10-22,On Hold,69,2478.63,PayPal
663,2024-03-30,2024-03-30,Processing,74,1429.52,PayPal
664,2024-11-22,2024-11-22,On Hold,600,8359.06,Bank Transfer
665,2024-11-01,2024-11-01,Cancelled,742,5484.34,Credit Card
666,2024-04-06,2024-04-06,Shipped,375,7202.52,Credit Card
667,2024-07-10,2024-07-10,Cancelled,873,1616.37,Cash
668,2024-04-29,2024-04-29,Cancelled,709,6530.99,PayPal
669,2024-11-13,2024-11-13,On Hold,812,2741.8,Credit Card
670,2024-08-17,2024-08-17,Shipped,967,5264.65,Cash
671,2024-09-05,2024-09-05,Cancelled,443,4719.35,Bank Transfer
672,2024-09-26,2024-09-26,Shipped,480,6537.54,Credit Card
673,2024-07-05,2024-07-05,Processing,498,9030.08,Credit Card
674,2024-05-13,2024-05-13,Shipped,764,3615.42,Credit Card
675,2024-06-27,2024-06-27,Shipped,958,9033.49,PayPal
676,2024-05-25,2024-05-25,On Hold,792,2205.76,Cash
677,2024-05-12,2024-05-12,Cancelled,970,2175.53,PayPal
678,2024-02-11,2024-02-11,On Hold,715,9007.19,PayPal
679,2024-10-20,2024-10-20,Cancelled,323,1531.53,Cash
680,2024-05-02,2024-05-02,Processing,906,9735.86,Bank Transfer
681,2024-02-01,2024-02-01,Processing,461,1916.05,PayPal
682,2024-01-18,2024-01-18,On Hold,862,3699.2,PayPal
683,2024-03-12,2024-03-12,Shipped,282,3747.3,Bank Transfer
684,2024-06-24,2024-06-24,Shipped,99,8487.02,Bank Transfer
685,2024-08-23,2024-08-23,On Hold,267,7245.38,Cash
686,2024-07-29,2024-07-29,Processing,256,5843.61,Credit Card
687,2024-01-15,2024-01-15,Shipped,716,6737.98,Cash
688,2024-10-19,2024-10-19,Cancelled,769,1469.16,PayPal
689,2024-04-04,2024-04-04,Shipped,265,5190.38,PayPal
690,2024-11-24,2024-11-24,Cancelled,87,175.27,PayPal
691,2024-06-23,2024-06-23,On Hold,840,2584.46,PayPal
692,2024-04-19,2024-04-19,On Hold,621,8969.71,Credit Card
693,2024-05-28,2024-05-28,Cancelled,813,1295.98,PayPal
694,2024-03-24,2024-03-24,On Hold,526,1401.78,Credit Card
695,2024-06-07,2024-06-07,On Hold,191,4510.95,Cash
696,2024-09-25,2024-09-25,Processing,705,7648.59,PayPal
697,2024-07-04,2024-07-04,Shipped,810,4303.09,Cash
698,2024-08-15,2024-08-15,Processing,557,2413.79,Credit Card
699,2024-01-23,2024-01-23,Shipped,735,5735.86,Cash
700,2024-09-05,2024-09-05,Processing,440,4952.38,PayPal
701,2024-06-28,2024-06-28,Processing,697,9038.27,Cash
702,2024-03-09,2024-03-09,Processing,81,211.07,PayPal
703,2024-11-13,2024-11-13,Processing,557,9783.79,Cash
704,2024-09-23,2024-09-23,Shipped,476,3312.7,Credit Card
705,2024-05-02,2024-05-02,On Hold,543,2788.45,Cash
706,2024-02-13,2024-02-13,Shipped,29,2042.1,Bank Transfer
707,2024-08-15,2024-08-15,On Hold,239,428.71,PayPal
708,2024-11-08,2024-11-08,On Hold,873,6017.17,Cash
709,2024-02-06,2024-02-06,On Hold,842,6028.67,Cash
710,2024-10-18,2024-10-18,Processing,904,3653.42,PayPal
711,2024-11-26,2024-11-26,On Hold,373,5396.57,PayPal
712,2024-07-08,2024-07-08,On Hold,980,8661.82,Bank Transfer
713,2024-02-12,2024-02-12,Shipped,161,7333.06,Credit Card
714,2024-10-27,2024-10-27,Shipped,686,5393.97,Cash
715,2024-03-25,2024-03-25,Cancelled,110,3768.77,PayPal
716,2024-04-17,2024-04-17,Cancelled,642,6399.75,Bank Transfer
717,2024-05-19,2024-05-19,Processing,64,3719.65,PayPal
718,2024-06-05,2024-06-05,Cancelled,910,7039.4,Bank Transfer
719,2024-08-30,2024-08-30,Cancelled,551,2892.94,Credit Card
720,2024-11-12,2024-11-12,Cancelled,625,6529.32,Cash
721,2024-04-05,2024-04-05,Processing,140,4693.63,PayPal
722,2024-10-30,2024-10-30,Cancelled,754,2099.83,PayPal
723,2024-10-23,2024-10-23,Cancelled,745,2691.15,PayPal
724,2024-03-28,2024-03-28,Processing,727,4200.88,Bank Transfer
725,2024-04-04,2024-04-04,On Hold,594,5515.97,Bank Transfer
726,2024-10-13,2024-10-13,Processing,218,8347.54,Cash
727,2024-09-18,2024-09-18,Processing,271,6609.59,Credit Card
728,2024-02-05,2024-02-05,Cancelled,791,2252.52,Bank Transfer
729,2024-02-17,2024-02-17,Shipped,820,4105.44,Credit Card
730,2024-05-30,2024-05-30,On Hold,731,5691.74,Bank Transfer
731,2024-01-12,2024-01-12,Cancelled,228,8477.23,Cash
732,2024-02-11,2024-02-11,Shipped,767,5600.26,Credit Card
733,2024-08-24,2024-08-24,Processing,354,3289.68,Cash
734,2024-10-01,2024-10-01,Cancelled,533,5233.6,Cash
735,2024-05-18,2024-05-18,Shipped,801,1254.66,Cash
736,2024-06-27,2024-06-27,Processing,221,5494.78,Cash
737,2024-02-27,2024-02-27,Shipped,200,2064.01,Credit Card
738,2024-10-29,2024-10-29,On Hold,636,8271.67,Bank Transfer
739,2024-04-01,2024-04-01,Processing,842,4969.6,PayPal
740,2024-07-01,2024-07-01,Cancelled,97,7044.61,Cash
741,2024-04-27,2024-04-27,Cancelled,870,6240.62,PayPal
742,2024-10-22,2024-10-22,Processing,497,8308.92,Cash
743,2024-09-04,2024-09-04,Cancelled,831,350.16,PayPal
744,2024-09-03,2024-09-03,Cancelled,334,606.79,Bank Transfer
745,2024-09-09,2024-09-09,Cancelled,239,2057.43,Credit Card
746,2024-07-06,2024-07-06,On Hold,524,7499.22,Cash
747,2024-01-29,2024-01-29,Shipped,324,7380.79,PayPal
748,2024-10-28,2024-10-28,Processing,605,8371.23,Cash
749,2024-08-28,2024-08-28,Shipped,899,3084.5,Cash
750,2024-02-15,2024-02-15,Cancelled,474,2020.81,Bank Transfer
751,2024-02-01,2024-02-01,Shipped,882,5812.45,Credit Card
752,2024-08-13,2024-08-13,Cancelled,592,4967.5,PayPal
753,2024-10-17,2024-10-17,Cancelled,33,2179.55,Cash
754,2024-06-03,2024-06-03,Processing,362,8219.49,PayPal
755,2024-07-02,2024-07-02,Shipped,332,3120.2,Credit Card
756,2024-11-19,2024-11-19,Processing,381,8103.71,Credit Card
757,2024-05-26,2024-05-26,On Hold,603,5708.8,Cash
758,2024-09-16,2024-09-16,On Hold,50,9026.73,Bank Transfer
759,2024-02-19,2024-02-19,On Hold,84,3984.13,Cash
760,2024-06-10,2024-06-10,On Hold,233,2950.71,Bank Transfer
761,2024-05-06,2024-05-06,On Hold,830,2968.76,Bank Transfer
762,2024-01-03,2024-01-03,Cancelled,326,7997.52,Bank Transfer
763,2024-01-27,2024-01-27,On Hold,486,7878.18,Credit Card
764,2024-06-22,2024-06-22,Shipped,153,824.57,Credit Card
765,2024-09-25,2024-09-25,Shipped,298,6400.29,Cash
766,2024-04-29,2024-04-29,Cancelled,120,6713.08,PayPal
767,2024-07-29,2024-07-29,Cancelled,462,950.51,PayPal
768,2024-05-28,2024-05-28,Shipped,194,9614.8,PayPal
769,2024-10-25,2024-10-25,On Hold,301,9565.22,Credit Card
770,2024-06-28,2024-06-28,Shipped,495,3890.07,Credit Card
771,2024-05-15,2024-05-15,Shipped,805,2786.96,PayPal
772,2024-07-24,2024-07-24,Processing,132,8812.82,PayPal
773,2024-04-06,2024-04-06,On Hold,191,7761.81,Credit Card
774,2024-09-24,2024-09-24,Processing,477,8207.35,Credit Card
775,2024-05-24,2024-05-24,On Hold,995,2330.47,Bank Transfer
776,2024-05-16,2024-05-16,Processing,803,7957.96,PayPal
777,2024-04-01,2024-04-01,Processing,877,109.66,Cash
778,2024-04-02,2024-04-02,Shipped,705,9042.88,Bank Transfer
779,2024-02-16,2024-02-16,Cancelled,878,8678.56,Bank Transfer
780,2024-05-12,2024-05-12,Processing,250,7146.39,PayPal
781,2024-10-02,2024-10-02,Processing,549,7694.13,Cash
782,2024-01-29,2024-01-29,Cancelled,101,2426.79,Cash
783,2024-03-30,2024-03-30,Processing,510,5955.2,Cash
784,2024-08-09,2024-08-09,Cancelled,637,712.9,Credit Card
785,2024-06-01,2024-06-01,Processing,772,2549.42,Bank Transfer
